Restaurant ID,Restaurant Name,Country,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Average Cost for two usd
1401728,SD 21 - Hotel Somdeep Palace,India,Indore,"Hotel Somdeep Palace, MR 10, Vijay Nagar, Indore"," Hotel Somdeep Palace, Vijay Nagar"," Hotel Somdeep Palace, Vijay Nagar, Indore",75.9029561654,22.7498343657,North Indian,1100.0,Indian Rupees(Rs.),1,1,1,expensive,4.7,darkgreen,Excellent,896,13.200000000000001
1400315,Johny Hot Dog,India,Indore,"51- 52, Chappan Dukan, New Palasia, Indore","56 Dukan, New Palasia","56 Dukan, New Palasia, Indore",75.8844958618,22.7244915396,Fast Food,150.0,Indian Rupees(Rs.),1,0,0,cheap,4.5,darkgreen,Excellent,1549,1.8
1400310,Vijay Chaat House,India,Indore,"6-8, 56 Dukan, New Palasia, Indore","56 Dukan, New Palasia","56 Dukan, New Palasia, Indore",75.8846755698,22.7237620177,Mithai,200.0,Indian Rupees(Rs.),1,1,1,cheap,4.5,darkgreen,Excellent,561,2.4
1401502,Sam's Momos,India,Indore,"One Center, 56 Shops, New Palasia, Indore","56 Dukan, New Palasia","56 Dukan, New Palasia, Indore",75.8847332373,22.7243854669,Momos,300.0,Indian Rupees(Rs.),1,1,0,cheap,3.9,lightgreen,Good,452,3.6
1400287,Madhuram Sweets,India,Indore,"Shop No: 21-27, 56 Shops, New Palasia, Indore","56 Dukan, New Palasia","56 Dukan, New Palasia, Indore",75.8847325668,22.7241872376,South Indian,300.0,Indian Rupees(Rs.),1,1,1,cheap,4.1,green,Very Good,584,3.6
1400486,Apna Sweets,India,Indore,"7/2 Bhawanipur Colony Gate, Annapurna Road, Indore",Annapurna Road,"Annapurna Road, Indore",75.8368142322,22.6885074676,Mithai,400.0,Indian Rupees(Rs.),1,0,0,normal,3.7,lightgreen,Good,1296,4.8
1400096,Bake N Shake,India,Indore,"Shop 3 & 4, Giriraj Grande, Satya Sai Square, Vijay Nagar, Indore","BCM Heights, Vijay Nagar","BCM Heights, Vijay Nagar, Indore",75.895200558,22.7556232514,Cafe,500.0,Indian Rupees(Rs.),1,1,1,normal,4.1,green,Very Good,655,6.0
1401347,Gyaniji Ka Khalsa Dhaba,India,Indore,"44 B, Bhawar Kuan Square, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.8667906001,22.6928002952,North Indian,400.0,Indian Rupees(Rs.),1,1,0,normal,3.9,lightgreen,Good,830,4.8
1402292,Tinku's,India,Indore,"Veda Complex, Near Apple Hospital, Bhawar Kuan Square, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.8671084419,22.6930786841,Sandwich,200.0,Indian Rupees(Rs.),1,1,1,cheap,4.0,green,Very Good,853,2.4
1402302,Food 4 Foodie,India,Indore,"A5, Radhika Kunj, Near LIG Link Road, HIG-LIG, Indore",HIG-LIG,"HIG-LIG, Indore",75.8997180685,22.7359203112,North Indian,450.0,Indian Rupees(Rs.),1,1,1,normal,3.7,lightgreen,Good,619,5.4
18478460,99 Rotiwala,India,Indore,"Lig, HIG-LIG, Indore",HIG-LIG,"HIG-LIG, Indore",75.891325,22.736168,North Indian,250.0,Indian Rupees(Rs.),1,1,1,cheap,4.2,green,Very Good,2427,3.0
1402962,Delicious Hut,India,Indore,"115-116, Ground Floor, Anoop Nagar, Parasoli Apartments, HIG-LIG, Indore",HIG-LIG,"HIG-LIG, Indore",75.8913002908,22.7320478464,North Indian,300.0,Indian Rupees(Rs.),1,1,1,cheap,4.2,green,Very Good,602,3.6
18254231,Oye24,India,Indore,"Plot 134, Opposite Water Tank, Malwa Mill Square, Anaj Mandir, Scheme 91, Indore",HIG-LIG,"HIG-LIG, Indore",75.873076,22.734325,North Indian,250.0,Indian Rupees(Rs.),1,1,1,cheap,4.0,green,Very Good,1370,3.0
1400126,Shreemaya Celebration,India,Indore,"Shreemaya Celebration( The Bakery & Coffee Shop) , 12, RNT Marg, Indore","Hotel Shreemaya, RNT Marg","Hotel Shreemaya, RNT Marg, Indore",75.8749934658,22.7151889935,Bakery,600.0,Indian Rupees(Rs.),1,1,1,normal,4.6,darkgreen,Excellent,733,7.2
1400478,Hotel Shreemaya,India,Indore,"Hotel Shreemaya, 12, RNT Marg, Indore","Hotel Shreemaya, RNT Marg","Hotel Shreemaya, RNT Marg, Indore",75.87460991,22.7151710558,North Indian,1100.0,Indian Rupees(Rs.),1,1,1,expensive,4.4,green,Very Good,591,13.200000000000001
18601095,Indore Kitchen - Indore Marriott Hotel,India,Indore,"Indore Marriott Hotel, H-2, Scheme 54, Meghdoot Garden","Indore Marriott Hotel, Vijay Nagar","Indore Marriott Hotel, Vijay Nagar, Indore",75.8842900023,22.7531445389,North Indian,1800.0,Indian Rupees(Rs.),0,0,0,gourmet,4.4,green,Very Good,534,21.6
1402314,Hobnob Gourmet Cafébar,India,Indore,"Infiniti Hotel, 1C/CA, Scheme 94, Vijay Nagar, Indore","Infiniti Hotel, Vijay Nagar","Infiniti Hotel, Vijay Nagar, Indore",75.9033893421,22.753449704,Continental,1950.0,Indian Rupees(Rs.),1,0,0,gourmet,4.6,darkgreen,Excellent,949,23.400000000000002
1400498,Stars N Sky,India,Indore,"Infiniti Hotel, IC/CA Scheme 94, Vijay Nagar, Indore","Infiniti Hotel, Vijay Nagar","Infiniti Hotel, Vijay Nagar, Indore",75.9034540504,22.7534756755,North Indian,1400.0,Indian Rupees(Rs.),1,0,0,expensive,4.8,darkgreen,Excellent,1236,16.8
1402385,Bollywood Theka,India,Indore,"Infiniti Hotel, IC/CA Scheme 94, Vijay Nagar, Indore","Infiniti Hotel, Vijay Nagar","Infiniti Hotel, Vijay Nagar, Indore",75.9032548964,22.7535344204,North Indian,1300.0,Indian Rupees(Rs.),1,0,0,expensive,4.4,green,Very Good,1068,15.6
18697509,Khaanafest,India,Indore,"ED 43, Scheme 94, Near Sahil Regency, Khajrana, Indore, Indore",Khajrana,"Khajrana, Indore",75.9025350586,22.7410539487,North Indian,500.0,Indian Rupees(Rs.),1,1,0,normal,3.9,lightgreen,Good,640,6.0
1400530,Chick N Serve,India,Indore,"Scheme 94, Near Khajrana Talab, Ring Road, Khajrana, Indore",Khajrana,"Khajrana, Indore",75.9022071585,22.7337217121,Lebanese,800.0,Indian Rupees(Rs.),1,1,0,expensive,4.1,green,Very Good,822,9.6
18744270,Hotel Zakir,India,Indore,"156, Khijrabad, Khajrana, Indore",Khajrana,"Khajrana, Indore",75.9140504524,22.7330806793,North Indian,400.0,Indian Rupees(Rs.),1,1,1,normal,4.0,green,Very Good,545,4.8
1400127,KFC,India,Indore,"Malhar Mega Mall, Vijay Nagar, Indore","Malhar Mega Mall, Vijay Nagar","Malhar Mega Mall, Vijay Nagar, Indore",75.8950724825,22.7410455999,Burger,550.0,Indian Rupees(Rs.),1,1,1,normal,3.9,lightgreen,Good,705,6.6000000000000005
1401774,Banana Leaf,India,Indore,"Second Floor, Malhar Mega Mall, A.B Road, Vijay Nagar, Indore","Malhar Mega Mall, Vijay Nagar","Malhar Mega Mall, Vijay Nagar, Indore",75.8938849345,22.7447041501,South Indian,800.0,Indian Rupees(Rs.),1,1,1,expensive,4.3,green,Very Good,751,9.6
18652342,Oye24,India,Indore,"JMB, Motitabela, Manik Bagh Road, Indore",Manik Bagh Road,"Manik Bagh Road, Indore",75.855372,22.708382,North Indian,250.0,Indian Rupees(Rs.),1,1,1,cheap,3.6,lightgreen,Good,540,3.0
18684400,Little Monk,India,Indore,"MR-10, Near Over Bridge, Super Corridor Road, MR 10 Road, Indore",MR 10 Road,"MR 10 Road, Indore",75.8592908084,22.7774628541,North Indian,1000.0,Indian Rupees(Rs.),1,1,0,expensive,4.2,green,Very Good,381,12.0
1400466,Mangosteen Cafe,India,Indore,"4/5, 5th Floor, Pushpratna Solitaire, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.8840824664,22.7272054877,Cafe,800.0,Indian Rupees(Rs.),0,1,0,expensive,4.0,green,Very Good,855,9.6
1401589,O2 Cafe De La Ville,India,Indore,"23/ 2C, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.8852502331,22.7271634306,Cafe,900.0,Indian Rupees(Rs.),1,1,1,expensive,4.2,green,Very Good,628,10.8
18675443,Sagar Gaire,India,Indore,"Shop No.1, NM Tower, Chappan Dukan, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.8835497126,22.7253889792,South Indian,450.0,Indian Rupees(Rs.),1,1,0,normal,4.1,green,Very Good,2857,5.4
18715348,The Monroe,India,Indore,"3/5, Near 56 Dukaan, Gold Stone Building, Above Divine Jewellers, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.8841897547,22.7267546099,Italian,700.0,Indian Rupees(Rs.),0,0,0,normal,4.4,green,Very Good,647,8.4
1402276,Dilli Darbar Family Restaurant,India,Indore,"1, Manorama Ganj, Palasia Square, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.887038,22.723854,Chinese,750.0,Indian Rupees(Rs.),1,1,0,expensive,3.9,lightgreen,Good,436,9.0
1400304,Domino's Pizza,India,Indore,"G-5, Ground Floor, Mark Building, Navneet Tower Road, Saket, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.89453,22.72548,Pizza,600.0,Indian Rupees(Rs.),1,0,0,normal,3.8,lightgreen,Good,677,7.2
18320107,iFoodLounge,India,Indore,"G-5, Plot No: 4-5, Shekhar Central, Manoramaganj, A.B. Road, Palasia Square, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8866255358,22.731403095,North Indian,400.0,Indian Rupees(Rs.),1,1,1,normal,3.9,lightgreen,Good,633,4.8
1400038,Apna Sweets,India,Indore,"Ground Floor, Navneet Tower, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8922290057,22.7256410158,Mithai,400.0,Indian Rupees(Rs.),1,0,0,normal,4.2,green,Very Good,1331,4.8
1402284,Behrouz Biryani,India,Indore,"UG 8, Amar Darshan Building, Khajrana Main Road, Saket Square, Near Saket Pan Corner, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8943841606,22.726221162,Biryani,650.0,Indian Rupees(Rs.),1,1,1,normal,4.4,green,Very Good,669,7.8
1402563,Chakhna Cafe,India,Indore,"Shekhar Central, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8871680126,22.7227117962,Chinese,500.0,Indian Rupees(Rs.),1,1,1,normal,4.0,green,Very Good,612,6.0
1401869,Faasos,India,Indore,"UG-8, Amar Darshan Building, Khajrana Main Road, Saket Square, Near Saket Pan Corner, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8943573385,22.7262050813,Fast Food,600.0,Indian Rupees(Rs.),1,1,1,normal,4.3,green,Very Good,549,7.2
18511264,Mitti - Organic. Fresh. Desi.,India,Indore,"L.G 9-10, Captain C S Naidu Arcade, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8902944624,22.7250772572,Cafe,400.0,Indian Rupees(Rs.),1,1,1,normal,4.2,green,Very Good,536,4.8
1401633,Mr. Beans,India,Indore,"100, Saket, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8967927843,22.7232090752,Cafe,800.0,Indian Rupees(Rs.),1,0,0,expensive,4.3,green,Very Good,671,9.6
1400056,Nafees Restaurant,India,Indore,"30-B, Apollo Avenue, Opposite Palasia Thana",Old Palasia,"Old Palasia, Indore",75.8878010139,22.7257007004,North Indian,800.0,Indian Rupees(Rs.),1,1,0,expensive,4.2,green,Very Good,2819,9.6
1400416,Guru Kripa,India,Indore,"AB Road, Pigdambar, Opposite Medicaps College, Rau, Indore",Rau,"Rau, Indore",75.8006513491,22.6206163493,North Indian,300.0,Indian Rupees(Rs.),1,1,1,cheap,3.9,lightgreen,Good,552,3.6
1400049,Natural's,India,Indore,"G-6, Milinda Tower, Next To Bata Store, Opposite Central Mall, RNT Marg, Indore",RNT Marg,"RNT Marg, Indore",75.8721975982,22.7190068869,Ice Cream,150.0,Indian Rupees(Rs.),1,1,0,cheap,4.7,darkgreen,Excellent,562,1.8
1401431,KFC,India,Indore,"The Grace, Madhumilan Square, RNT Marg, Indore",RNT Marg,"RNT Marg, Indore",75.8744194731,22.7138782981,Burger,550.0,Indian Rupees(Rs.),1,1,1,normal,3.7,lightgreen,Good,675,6.6000000000000005
1400311,Apna Sweets,India,Indore,"Opposite INOX, Sapna Sangeeta, Indore",Sapna Sangeeta,"Sapna Sangeeta, Indore",75.8667198569,22.6997425255,Mithai,400.0,Indian Rupees(Rs.),1,0,0,normal,3.9,lightgreen,Good,1634,4.8
1400426,Hotel Shree Leela,India,Indore,"29-B, Devraj Complex, Sapna Sangeeta, Indore",Sapna Sangeeta,"Sapna Sangeeta, Indore",75.8668683842,22.6997174718,North Indian,400.0,Indian Rupees(Rs.),1,1,0,normal,3.7,lightgreen,Good,808,4.8
1401782,Pizza Hut,India,Indore,"UG Floor, Vishal Trinity, Opposite Tanishq, Sapna Sangeeta, Indore",Sapna Sangeeta,"Sapna Sangeeta, Indore",75.8684498817,22.700473722,Pizza,700.0,Indian Rupees(Rs.),1,1,1,normal,3.6,lightgreen,Good,477,8.4
1401944,Singh Sahab,India,Indore,"Near Punjab Sweets, Khatiwala Tank, Sapna Sangeeta, Indore",Sapna Sangeeta,"Sapna Sangeeta, Indore",75.8611908183,22.6968996684,North Indian,400.0,Indian Rupees(Rs.),1,1,1,normal,3.9,lightgreen,Good,1098,4.8
1400446,Pishori Restaurant,India,Indore,"910, Khatiwala Tank, Sapna Sangeeta, Indore",Sapna Sangeeta,"Sapna Sangeeta, Indore",75.8644185215,22.6985448891,North Indian,800.0,Indian Rupees(Rs.),1,1,1,expensive,4.0,green,Very Good,1188,9.6
1400385,Domino's Pizza,India,Indore,"Ground Floor, Scheme 7, Inox Mall, Sapna Sangeeta, Indore","Sapna Sangeeta Mall, Sapna Sangeeta","Sapna Sangeeta Mall, Sapna Sangeeta, Indore",75.86715,22.69919,Pizza,600.0,Indian Rupees(Rs.),1,0,0,normal,3.8,lightgreen,Good,1372,7.2
1400574,Hotel Rajhans,India,Indore,"52, Bada Sarafa, Sarafa Bazaar, Indore",Sarafa Bazaar,"Sarafa Bazaar, Indore",75.853584744,22.7180388932,North Indian,400.0,Indian Rupees(Rs.),1,1,0,normal,3.8,lightgreen,Good,1788,4.8
1400357,Hotel Madni Darbar,India,Indore,"4, Choti Gwaltoli, Sarwate Bus Stand, Indore",Sarwate Bus Stand,"Sarwate Bus Stand, Indore",75.8684934676,22.715285486,North Indian,500.0,Indian Rupees(Rs.),1,1,1,normal,3.8,lightgreen,Good,802,6.0
1401724,Hotel Guru Kripa Avenue,India,Indore,"Opposite Madni, Sarwate Bus Stand, Indore",Sarwate Bus Stand,"Sarwate Bus Stand, Indore",75.8693259582,22.7138581953,North Indian,350.0,Indian Rupees(Rs.),1,1,1,normal,4.0,green,Very Good,1147,4.2
1400382,Shree Gurukripa,India,Indore,"13, Sarwate Bus Stand, Choti Gwaltoli, Indore",Sarwate Bus Stand,"Sarwate Bus Stand, Indore",75.8689762652,22.714158809,North Indian,350.0,Indian Rupees(Rs.),1,1,1,normal,4.2,green,Very Good,1750,4.2
1400177,Kebabsville - Sayaji Hotel,India,Indore,"Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore","Sayaji Hotel, Vijay Nagar","Sayaji Hotel, Vijay Nagar, Indore",75.8901127428,22.7518539952,North Indian,1500.0,Indian Rupees(Rs.),1,0,0,gourmet,4.9,darkgreen,Excellent,1291,18.0
1400172,Mediterra - Sayaji Hotel,India,Indore,"Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore","Sayaji Hotel, Vijay Nagar","Sayaji Hotel, Vijay Nagar, Indore",75.8901127428,22.751855232,Mediterranean,2000.0,Indian Rupees(Rs.),1,1,0,gourmet,4.5,darkgreen,Excellent,375,24.0
1401685,Dutt Guru Kripa,India,Indore,"10, Shanti Mandapum, South Tukoganj, Indore",South Tukoganj,"South Tukoganj, Indore",75.8767972514,22.7197246823,North Indian,450.0,Indian Rupees(Rs.),1,1,1,normal,4.0,green,Very Good,1138,5.4
1401459,Sheetal Restaurant,India,Indore,"483, Sudama Nagar, Indore",Sudama Nagar,"Sudama Nagar, Indore",75.8310350776,22.6959912161,North Indian,600.0,Indian Rupees(Rs.),1,1,0,normal,3.9,lightgreen,Good,716,7.2
1402163,Maa Ki Rasoi,India,Indore,"Gopur Square, Sudama Nagar, Indore",Sudama Nagar,"Sudama Nagar, Indore",75.8289499953,22.6846580993,North Indian,450.0,Indian Rupees(Rs.),1,1,1,normal,4.1,green,Very Good,300,5.4
18625117,Namo Sandwich,India,Indore,"610, Narendra Tiwari Marg, Usha Nagar, Sudama Nagar, Indore",Sudama Nagar,"Sudama Nagar, Indore",75.8348568901,22.6963314611,Fast Food,500.0,Indian Rupees(Rs.),1,1,0,normal,4.4,green,Very Good,780,6.0
1402119,Parag Bakery & Fast Food,India,Indore,"2297-D, Jaroliya Market, Gopur Square, Ring Road, Sudama Nagar, Indore",Sudama Nagar,"Sudama Nagar, Indore",75.8292691782,22.6863693554,Bakery,300.0,Indian Rupees(Rs.),1,1,1,cheap,4.1,green,Very Good,549,3.6
18713037,Tic Tac Toe,India,Indore,"Plot 64-65, Floor 1, Girirag Grande, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8953252807,22.7555951161,North Indian,1200.0,Indian Rupees(Rs.),1,1,0,expensive,4.5,darkgreen,Excellent,354,14.4
1400070,Domino's Pizza,India,Indore,"32, Ground Floor, Prime House, Meghdoot Road, Sayaji Circle, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8905338496,22.7523298344,Pizza,600.0,Indian Rupees(Rs.),1,0,0,normal,3.8,lightgreen,Good,753,7.2
18874089,Shosha Cafebar,India,Indore,"Plot 93, 95, 96 & 105, Mechanic Nagar, Bhamori Square, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8930246159,22.7490561264,North Indian,1500.0,Indian Rupees(Rs.),1,0,0,gourmet,3.6,lightgreen,Good,198,18.0
1400121,10 Downing Street,India,Indore,"Second Floor, Malhar Mega Mall, AB Road, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8943868428,22.7446973476,North Indian,1500.0,Indian Rupees(Rs.),1,0,0,gourmet,4.1,green,Very Good,718,18.0
1400208,Apna Sweets,India,Indore,Vijay nagar Square Indore,Vijay Nagar,"Vijay Nagar, Indore",75.8952780068,22.7494840504,Mithai,400.0,Indian Rupees(Rs.),1,0,0,normal,4.1,green,Very Good,1387,4.8
1400312,Apna Sweets,India,Indore,"Ground Floor, P4, Shagun Building, AB Road, Scheme 54, Vijay Nagar Square, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8951734006,22.7494061337,Mithai,400.0,Indian Rupees(Rs.),1,0,0,normal,4.0,green,Very Good,954,4.8
1400555,Cafe Terazza,India,Indore,"10th Floor, Airen Heights, Opposite C 21 Mall, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8921968192,22.7449592431,Cafe,850.0,Indian Rupees(Rs.),1,1,0,expensive,4.0,green,Very Good,944,10.200000000000001
1401948,Cafe Yolo,India,Indore,"65, Scheme 78-II, Opposite Prestige College, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8863281459,22.7615908988,Cafe,650.0,Indian Rupees(Rs.),1,1,1,normal,4.1,green,Very Good,650,7.8
1402335,Freito,India,Indore,"343-344, Rooftop, Scheme 54, Opposite Country Inn, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8955814317,22.7481897618,Mexican,1200.0,Indian Rupees(Rs.),1,1,0,expensive,4.1,green,Very Good,391,14.4
18395137,Just My Bakes,India,Indore,"5-B/F, Scheme 74C, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8924851567,22.7600428972,Cafe,700.0,Indian Rupees(Rs.),1,1,0,normal,4.1,green,Very Good,716,8.4
18706032,Patissez,India,Indore,"Flat 2, Plot - 306A, Scheme 54, PU-4, AB Road, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8948478475,22.7477083426,Continental,1000.0,Indian Rupees(Rs.),1,1,1,expensive,4.3,green,Very Good,491,12.0
1402173,Pind Balluchi,India,Indore,"RH 13, Sector A, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8940552548,22.7560610485,North Indian,1000.0,Indian Rupees(Rs.),1,1,0,expensive,4.0,green,Very Good,519,12.0
1402497,Pitchers Cafebar,India,Indore,"4-5, Satguru Parinay, Scheme 54, Opposite C21 Mall, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8919198811,22.7442922898,North Indian,1500.0,Indian Rupees(Rs.),1,1,0,gourmet,4.1,green,Very Good,503,18.0
1402185,Shree Gurukripa,India,Indore,"Opposite Bombay Hospital, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.9024666622,22.7537542501,North Indian,500.0,Indian Rupees(Rs.),1,1,1,normal,4.1,green,Very Good,1270,6.0
1402960,Tea Shack,India,Indore,"Plot 37, Scheme 78, Part II, Vijaynagar Indore",Vijay Nagar,"Vijay Nagar, Indore",75.887022838,22.7627722159,Fast Food,450.0,Indian Rupees(Rs.),1,1,1,normal,4.2,green,Very Good,702,5.4
1402198,The GroundBaking Co.,India,Indore,"BG-294, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.889201127,22.7569607542,Pizza,600.0,Indian Rupees(Rs.),1,1,0,normal,4.4,green,Very Good,448,7.2
1400166,Tinku Everfresh,India,Indore,"A 13 &14, Rajat Jayanti Complex, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8874583617,22.7567124855,Sandwich,200.0,Indian Rupees(Rs.),1,1,1,cheap,4.3,green,Very Good,1013,2.4
1402050,Mocha,India,Indore,"G 1&2, Prakrati Corporate Building, Race Course Area, YN Road, Indore",YN Road,"YN Road, Indore",75.875107795,22.7323576971,Cafe,800.0,Indian Rupees(Rs.),1,1,1,expensive,4.1,green,Very Good,962,9.6
1400944,Tinku's,India,Indore,"G-34, City Centre, 570, YN Road, Indore",YN Road,"YN Road, Indore",75.8740898967,22.7212378852,Sandwich,200.0,Indian Rupees(Rs.),1,1,1,cheap,4.2,green,Very Good,803,2.4
100262,Swastik Pavitra Bhojnalaya,India,Jaipur,"Frontier Colony, Sewa Sadan Marg, Near Apex Hotel, Adarsh Nagar, Jaipur",Adarsh Nagar,"Adarsh Nagar, Jaipur",75.8324080333,26.899520416,North Indian,200.0,Indian Rupees(Rs.),1,1,0,cheap,3.8,lightgreen,Good,1310,2.4
103172,RJ 14,India,Jaipur,"132,133,151, Ajmera Garden, Main DCM Road, Opposite IndusInd Bank, Ajmer Road, Ajmer Highway, Jaipur",Ajmer Highway,"Ajmer Highway, Jaipur",75.7505560666,26.895313412,North Indian,1000.0,Indian Rupees(Rs.),1,1,0,expensive,4.4,green,Very Good,3482,12.0
18774890,The Capetown,India,Jaipur,"4th Floor, S.B. Tower, Sahkar Marg, Bais Godam, Jaipur",Bais Godam,"Bais Godam, Jaipur",75.7936139032,26.8983097598,North Indian,1300.0,Indian Rupees(Rs.),0,1,0,expensive,4.5,darkgreen,Excellent,580,15.6
18625823,Gulabi Nagari,India,Jaipur,"C-13, Shiv Niwas, Sawai Jai Singh Road, Bani Park, Jaipur",Bani Park,"Bani Park, Jaipur",75.7885492221,26.9293784633,North Indian,800.0,Indian Rupees(Rs.),1,1,0,normal,4.3,green,Very Good,1227,9.6
101271,Sodhani Sweets Pvt. Ltd.,India,Jaipur,"Opposite Nagar Nigam, Bapu Nagar, Jaipur",Bapu Nagar,"Bapu Nagar, Jaipur",75.805631876,26.8910781433,Mithai,150.0,Indian Rupees(Rs.),1,1,1,cheap,4.2,green,Very Good,821,1.8
101834,Blackout,India,Jaipur,"Hotel Golden Oak, 9th Floor, Ahinsa Circle, Landmark Building, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8056875318,26.9140906279,North Indian,1600.0,Indian Rupees(Rs.),1,0,0,expensive,4.5,darkgreen,Excellent,2039,19.2
18903417,Chool,India,Jaipur,"S 55, Ashok Marg, Behind Raj Mandir, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8098241687,26.9136771639,Cafe,700.0,Indian Rupees(Rs.),1,0,0,normal,4.9,darkgreen,Excellent,383,8.4
18608496,Patissez,India,Jaipur,"Lakshmi Complex, Subhash Marg Road, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8064167574,26.9159920045,Coffee,800.0,Indian Rupees(Rs.),1,1,1,normal,4.5,darkgreen,Excellent,603,9.6
101212,Tapri Central,India,Jaipur,"B4 E, 3rd Floor, Surana Jewellers, Opposite Central Park, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.803683,26.891486,Cafe,800.0,Indian Rupees(Rs.),1,1,1,normal,4.9,darkgreen,Excellent,2862,9.6
18430023,Taxi Chick-Inn,India,Jaipur,"F- 143, Azad Marg, C Scheme, Ashok Nagar, Jaipur, Rajasthan",C Scheme,"C Scheme, Jaipur",75.7970520286,26.9099854507,North Indian,600.0,Indian Rupees(Rs.),1,1,0,normal,3.8,lightgreen,Good,1320,7.2
18631351,360°,India,Jaipur,"Top Floor,JTN Anukampa Plaza, Near Raj Mandir, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.80952,26.91517,North Indian,1500.0,Indian Rupees(Rs.),1,0,0,expensive,4.3,green,Very Good,1016,18.0
18471462,Kaleidoscope,India,Jaipur,"A2/2, Tilak Marg, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8018509671,26.9078290128,Cafe,800.0,Indian Rupees(Rs.),0,1,1,normal,4.2,green,Very Good,1841,9.6
101777,Kanha,India,Jaipur,"E 62, Bhagat Singh Marg, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8005742356,26.9122947542,North Indian,500.0,Indian Rupees(Rs.),1,1,1,normal,4.1,green,Very Good,748,6.0
101884,Mamu's Infusion,India,Jaipur,"101, D-46-B, 1st Floor, Mangalam Ambition Tower, Subhash Marg, Agresen Circle, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8029610664,26.913193442,Italian,800.0,Indian Rupees(Rs.),1,1,1,normal,4.3,green,Very Good,1154,9.6
18391307,Poppin Cafe,India,Jaipur,"E-145, 1st Floor, Ramesh Marg, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.7945483178,26.9051121698,Cafe,800.0,Indian Rupees(Rs.),1,1,1,normal,4.3,green,Very Good,1028,9.6
18602340,Stepout Cafe,India,Jaipur,"P-14, Sehdev Marg, Ashok Nagar, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8020528033,26.9058973014,Cafe,700.0,Indian Rupees(Rs.),1,1,1,normal,4.3,green,Very Good,810,8.4
102695,Thali and More,India,Jaipur,"C-46 B, Sarojini Marg, Above Punjab National Bank, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8054454625,26.9108055954,North Indian,800.0,Indian Rupees(Rs.),1,1,1,normal,4.3,green,Very Good,1820,9.6
